event_id,origin_time,latitude,longitude,depth_km,magnitude,magnitude_type,event_type,event_region,arrivals_count,s_pick_time,s_pick_station,s_pick_network,s_pick_channel,s_pick_phase,s_pick_method,s_pick_time_uncertainty,p_pick_time,p_pick_station,p_pick_network,p_pick_channel,p_pick_phase,p_pick_method,p_pick_time_uncertainty,p_s_interval_sec
gfz2021lyjz,2021-06-19T21:12:15.670000Z,-4.56,102.633,50.6,5.37,mb,,"Southern Sumatra, Indonesia",196,2021-06-19T21:12:34.850000Z,MNAI,GE,BHN,s,,,2021-06-19T21:12:26.460000Z,MNAI,GE,BHZ,p,smi:org.gfz-potsdam.de/geofon/AIC,,8.39
gfz2021kfyy,2021-05-26T13:38:03.440000Z,2.975,98.395,134.5,4.53,mb,,"Northern Sumatra, Indonesia",26,2021-05-26T13:39:00.770000Z,GSI,GE,BHZ,s,,,2021-05-26T13:38:36.110000Z,GSI,GE,BHZ,p,smi:org.gfz-potsdam.de/geofon/AIC,,24.66
gfz2021jpkx,2021-05-17T12:21:56.330000Z,0.092,96.647,10.0,4.71,mb,,Off West Coast of Northern Sumatra,25,2021-05-17T12:22:43.340000Z,GSI,GE,BHN,s,,,2021-05-17T12:22:23.510000Z,GSI,GE,BHZ,p,smi:org.gfz-potsdam.de/geofon/AIC,,19.83
gfz2021jgtf,2021-05-12T18:20:30.020000Z,3.94,128.585,66.7,5.38,Mw,,"North of Halmahera, Indonesia",149,2021-05-12T18:22:00.040000Z,TNTI,GE,BHE,s,,,2021-05-12T18:21:21.010000Z,TNTI,GE,BHZ,p,smi:org.gfz-potsdam.de/geofon/AIC,,39.03
gfz2021jacz,2021-05-09T03:19:32.640000Z,-3.689,131.106,63.8,4.09,MLv,,"Irian Jaya Region, Indonesia",14,2021-05-09T03:20:15.740000Z,BNDI,GE,BHE,s,,,2021-05-09T03:19:55.810000Z,BNDI,GE,BHZ,p,smi:org.gfz-potsdam.de/geofon/AIC,,19.93
gfz2021ityl,2021-05-05T18:13:32.460000Z,-0.12,123.1,113.9,4.68,Mw,,"Minahassa Peninsula, Sulawesi",52,2021-05-05T18:14:09.430000Z,LUWI,GE,BHN,s,,,2021-05-05T18:13:53.810000Z,LUWI,GE,BHZ,p,smi:org.gfz-potsdam.de/geofon/AIC,,15.62
gfz2021ieqy,2021-04-27T09:23:39.000000Z,-7.49,106.935,49.6,4.96,Mw,,"Java, Indonesia",52,2021-04-27T09:24:04.180000Z,BBJI,GE,BHE,s,,,2021-04-27T09:23:53.520000Z,BBJI,GE,BHZ,p,smi:org.gfz-potsdam.de/geofon/AIC,,10.66
gfz2021fihc,2021-03-17T16:20:48.800000Z,2.349,128.358,84.3,5.26,Mw,,"Halmahera, Indonesia",110,2021-03-17T16:21:41.580000Z,TNTI,GE,BHE,s,,,2021-03-17T16:21:19.310000Z,TNTI,GE,BHZ,p,smi:org.gfz-potsdam.de/geofon/AIC,,22.27
gfz2021asjr,2021-01-11T01:20:38.310000Z,-7.369,120.398,624.9,5.59,Mw,,Flores Sea,281,2021-01-11T01:22:56.770000Z,MMRI,GE,BHN,s,,,2021-01-11T01:21:55.550000Z,MMRI,GE,BHZ,p,,,61.22
gfz2021asjr,2021-01-11T01:20:38.310000Z,-7.369,120.398,624.9,5.59,Mw,,Flores Sea,281,2021-01-11T01:23:03.450000Z,PLAI,GE,BHE,s,,,2021-01-11T01:22:00.020000Z,PLAI,GE,BHZ,p,,,63.43
gfz2021asjr,2021-01-11T01:20:38.310000Z,-7.369,120.398,624.9,5.59,Mw,,Flores Sea,281,2021-01-11T01:23:21.910000Z,SOEI,GE,BHN,s,,,2021-01-11T01:22:09.800000Z,SOEI,GE,BHZ,p,,,72.11
