epoch,train_loss,val_loss
1,0.8901096,
2,0.8902539,
3,0.8903457,
4,0.89037514,
5,0.89039314,
6,0.89078563,
7,0.8909783,
8,0.89111775,
9,0.8911488,
10,0.8911337,
11,0.8911364,
12,0.89124846,
13,0.8916552,
14,0.89265716,
15,0.89300144,
16,0.89306855,
17,0.89313424,
18,0.8931698,
19,0.8931945,
20,0.89322037,
21,0.8932781,
22,0.89331436,
23,0.8933631,
24,0.8933862,
25,0.8934125,
26,0.8934625,
27,0.89350253,
28,0.89352715,
29,0.8935709,
30,0.89357364,
31,0.8936259,
32,0.8936441,
33,0.8936799,
34,0.893724,
35,0.89374244,
36,0.893784,
37,0.89381176,
38,0.8938416,
39,0.893851,
40,0.8938781,
41,0.8939262,
42,0.8939174,
43,0.89393234,
44,0.8939654,
45,0.89398086,
46,0.89402133,
47,0.89402795,
48,0.8940718,
49,0.8940976,
50,0.89412266,
51,0.8941382,
52,0.894184,
53,0.8942047,
54,0.8942212,
55,0.89423317,
56,0.8942769,
57,0.89430356,
58,0.89433503,
59,0.89435315,
60,0.89438957,
61,0.89441586,
62,0.8944337,
63,0.8944649,
64,0.89451706,
65,0.8945431,
66,0.8945893,
67,0.8945893,
68,0.8946407,
69,0.89467645,
70,0.894696,
71,0.8947277,
72,0.8947686,
73,0.8947991,
74,0.89484906,
75,0.8948574,
76,0.8949053,
77,0.89493495,
78,0.89498246,
79,0.89503884,
80,0.8950703,
81,0.8951025,
82,0.895148,
83,0.89518124,
84,0.89520496,
85,0.8952732,
86,0.8953363,
87,0.8953721,
88,0.89540386,
89,0.895433,
90,0.8954769,
91,0.8955578,
92,0.895602,
93,0.8956375,
94,0.8957104,
95,0.8957547,
96,0.8958209,
97,0.89586,
98,0.8959239,
99,0.89597446,
100,0.8960424,
